Customer_ID,Product_Name,Category,Customer_State,Customer_Segment,Price
CUST-44BE1D4A,Utensils Essential,Home & Kitchen,New York,Corporate,117.39
CUST-6A3E78EE,Ball Standard,Sports,California,Corporate,187.3
CUST-226C5503,Chair Deluxe,Furniture,New York,Consumer,319.59
CUST-E1DCC549,File Cabinet Deluxe,Office Supplies,Ohio,Corporate,38.86
CUST-55DF1B02,Smartwatch Standard,Electronics,Texas,Home Office,281.67
CUST-BD59CA45,Biography Essential,Books,California,Home Office,14.19
CUST-E7E38ABC,Gaming Console Premium,Electronics,Texas,Consumer,687.41
CUST-B732D384,Dinnerware Standard,Home & Kitchen,Pennsylvania,Consumer,101.06
CUST-4D471C22,Drawer Basic,Furniture,California,Corporate,103.16
CUST-1CD16898,Monitor Basic,Technology,New York,Consumer,263.51
CUST-69AEB13E,Sofa Pro,Furniture,Texas,Home Office,223.67
CUST-9D706BA3,Fitness Tracker Pro,Sports,Illinois,Home Office,123.1
CUST-48A46DB2,Gaming Console Essential,Electronics,Pennsylvania,Home Office,529.48
CUST-3455EA91,Skincare Essential,Beauty,Pennsylvania,Consumer,133.06
CUST-AD6B9381,Table Deluxe,Furniture,California,Home Office,200.47
CUST-F170508C,Training Equipment Essential,Sports,Pennsylvania,Consumer,173.69
CUST-9BF29D97,Bookcase Essential,Furniture,Pennsylvania,Consumer,243.07
CUST-4CB4E0B2,Nail Polish Premium,Beauty,Texas,Consumer,77.31
CUST-1F3CF96D,Binder Standard,Office Supplies,Florida,Consumer,63.24
CUST-7A3B356D,Camera Essential,Electronics,California,Consumer,617.46
CUST-A5CC9113,Jacket Standard,Clothing,Texas,Corporate,142.66
CUST-C64FB91E,Desk Pro,Furniture,Ohio,Consumer,137.27
CUST-D52964E7,Binder Basic,Office Supplies,California,Corporate,82.18
CUST-6910F5A7,Board Game Standard,Toys,California,Consumer,46.56
CUST-2A70DC87,Pen Set Pro,Office Supplies,Texas,Consumer,9.22
CUST-39F58C7B,Cabinet Pro,Furniture,California,Corporate,104.39
CUST-BD8763CF,Self-Help Book Deluxe,Books,Ohio,Home Office,21.62
CUST-BC851DFC,Shirt Basic,Clothing,California,Corporate,105.96
CUST-556CF332,Building Blocks Pro,Toys,California,Consumer,58.2
CUST-E07A38C0,Self-Help Book Standard,Books,New York,Consumer,37.78
CUST-086A7F9C,Shoes Standard,Sports,Washington,Consumer,30.56
CUST-16BD5179,Sofa Standard,Furniture,California,Consumer,353.44
CUST-A160CE77,Headphones Deluxe,Technology,Washington,Home Office,160.97
CUST-9EFFB14E,Headphones Basic,Technology,Michigan,Consumer,921.36
CUST-A365FD27,Makeup Pro,Beauty,Michigan,Consumer,36.65
CUST-4315AF5B,Nail Polish Deluxe,Beauty,New York,Consumer,78.28
CUST-29F5438D,Puzzle Basic,Toys,California,Consumer,30.39
CUST-3C42D911,Bookcase Pro,Furniture,California,Consumer,151.47
CUST-382FC6A3,Self-Help Book Basic,Books,Texas,Home Office,14.69
CUST-6FCBD575,Tablet Pro,Technology,Washington,Consumer,118.89
CUST-61808640,Desk Organizer Pro,Office Supplies,New York,Consumer,69.1
CUST-61E9EF00,Laptop Standard,Technology,California,Corporate,238.8
CUST-70428E2D,Textbook Essential,Books,Florida,Corporate,33.04
CUST-548662E2,Board Game Standard,Toys,New York,Consumer,23.16
CUST-63940189,Remote Control Car Standard,Toys,California,Corporate,70.1
CUST-38EE87C0,Utensils Standard,Home & Kitchen,California,Corporate,57.23
CUST-68D7800A,Nail Polish Deluxe,Beauty,California,Consumer,114.59
CUST-38C05A4D,Toaster Pro,Home & Kitchen,Michigan,Corporate,174.76
CUST-323820BE,Cookware Pro,Home & Kitchen,Texas,Consumer,60.62
CUST-F2DF66E5,Biography Premium,Books,New York,Consumer,49.38
CUST-657F5468,Pants Deluxe,Clothing,Florida,Corporate,33.66
CUST-A98A3FF0,Self-Help Book Standard,Books,California,Corporate,11.91
CUST-84D1D175,Knife Set Premium,Home & Kitchen,Washington,Consumer,196.45
CUST-C50924B0,Smartwatch Basic,Electronics,California,Corporate,338.79
CUST-40262AEA,Blender Standard,Home & Kitchen,Michigan,Consumer,37.25
CUST-D1249A11,Action Figure Pro,Toys,Washington,Corporate,41.11
CUST-F2572391,Cabinet Essential,Furniture,Ohio,Consumer,102.0
CUST-69350478,Utensils Premium,Home & Kitchen,New York,Consumer,167.58
CUST-886FCBEA,Fragrance Pro,Beauty,Pennsylvania,Home Office,84.63
CUST-8918B67C,Stapler Premium,Office Supplies,California,Corporate,64.81
CUST-FBA60342,Shirt Basic,Clothing,California,Corporate,87.93
CUST-69A127C1,Shoes Pro,Clothing,New York,Consumer,197.86
CUST-0F4AF790,Coffee Maker Premium,Home & Kitchen,New York,Home Office,96.13
CUST-B62CC5B3,File Cabinet Standard,Office Supplies,New York,Corporate,63.04
CUST-4E3195CA,Laptop Essential,Technology,Ohio,Corporate,868.21
CUST-B2326D71,Fitness Tracker Deluxe,Sports,California,Home Office,49.84
CUST-D58064EA,Building Blocks Deluxe,Toys,California,Corporate,32.83
CUST-10A78860,Children's Book Premium,Books,Texas,Consumer,49.06
CUST-244CEF64,Television Essential,Electronics,California,Corporate,561.8
CUST-53779D5F,Television Essential,Electronics,New York,Corporate,231.84
CUST-015EC2BC,Desk Organizer Standard,Office Supplies,Ohio,Consumer,28.08
CUST-E3038DF1,Laptop Basic,Technology,Pennsylvania,Consumer,989.82
CUST-FB2A0F95,Haircare Premium,Beauty,Michigan,Consumer,101.54
CUST-AF6DC04A,Sofa Deluxe,Furniture,New York,Consumer,401.72
CUST-37F1D922,Desk Organizer Deluxe,Office Supplies,New York,Consumer,99.78
CUST-6F0A158C,File Cabinet Deluxe,Office Supplies,Washington,Corporate,80.36
CUST-21D1A351,Headphones Essential,Technology,California,Consumer,246.26
CUST-81247712,Television Standard,Electronics,New York,Home Office,481.11
CUST-04FA0690,Sweater Premium,Clothing,Pennsylvania,Consumer,128.71
CUST-CAA491A1,Board Game Deluxe,Toys,Pennsylvania,Consumer,20.05
CUST-BDCA7260,Self-Help Book Standard,Books,Florida,Consumer,43.2
CUST-76297BF8,Television Pro,Electronics,Ohio,Consumer,579.12
CUST-5F9A1A13,Face Mask Pro,Beauty,New York,Consumer,53.98
CUST-E0746BDB,Shirt Essential,Clothing,California,Corporate,30.0
CUST-2378743B,Chair Pro,Furniture,Texas,Corporate,75.83
CUST-D332207C,Sweater Basic,Clothing,Pennsylvania,Consumer,54.2
CUST-887409BB,Novel Standard,Books,California,Consumer,20.51
CUST-2F8B32BD,Pants Premium,Clothing,Ohio,Consumer,162.06
CUST-29B0313E,Blender Deluxe,Home & Kitchen,Illinois,Corporate,196.39
CUST-E7E5A2AD,Shoes Essential,Clothing,California,Home Office,119.13
CUST-D094D811,Sweater Essential,Clothing,California,Corporate,105.92
CUST-32FE1CA7,Doll Essential,Toys,Georgia,Consumer,52.44
CUST-5B982DB9,Notebook Standard,Office Supplies,California,Home Office,57.24
CUST-1DA9FDD6,Pants Standard,Clothing,Illinois,Home Office,29.21
CUST-F0B0D5FF,Sweater Basic,Clothing,Georgia,Corporate,65.21
CUST-3CDCEE9F,Television Deluxe,Electronics,California,Corporate,79.82
CUST-C7CD450C,Beauty Tool Standard,Beauty,Washington,Consumer,133.76
CUST-B58409E4,Apparel Essential,Sports,New York,Corporate,160.1
CUST-D5692183,Apparel Pro,Sports,Georgia,Consumer,282.05
CUST-3675E8B6,Blender Deluxe,Home & Kitchen,Michigan,Consumer,157.4
CUST-6EC0D8CC,Protection Gear Premium,Sports,New York,Consumer,87.44
CUST-106507BF,Apparel Basic,Sports,Texas,Home Office,73.79
CUST-49EEC2D8,Gaming Console Deluxe,Electronics,New York,Consumer,733.05
CUST-A9FDF9CE,Protection Gear Basic,Sports,California,Consumer,210.22
CUST-401D465E,Tablet Pro,Technology,Texas,Home Office,563.72
CUST-6E6164B4,Haircare Pro,Beauty,Pennsylvania,Corporate,111.31
CUST-DF034BB6,Stapler Pro,Office Supplies,California,Corporate,76.08
CUST-8C482F22,Stapler Premium,Office Supplies,Illinois,Corporate,84.0
CUST-ABB85D7B,Fragrance Deluxe,Beauty,Washington,Home Office,43.86
CUST-4AB435A0,Cabinet Deluxe,Furniture,New York,Consumer,127.4
CUST-8A8B338D,Blender Standard,Home & Kitchen,California,Consumer,128.26
CUST-A60AAAF0,Fitness Tracker Premium,Sports,Florida,Corporate,17.59
CUST-1A823009,Beauty Tool Premium,Beauty,Washington,Corporate,34.89
CUST-00E9B948,Headphones Basic,Technology,Illinois,Consumer,473.05
CUST-A162E293,Shoes Pro,Clothing,California,Consumer,84.43
CUST-806BC0EC,Apparel Essential,Sports,Illinois,Corporate,122.68
CUST-2EC1F3CC,Pants Basic,Clothing,Texas,Consumer,49.95
CUST-04F2E448,Jacket Premium,Clothing,California,Corporate,37.47
CUST-37625E15,Blender Premium,Home & Kitchen,Texas,Consumer,86.52
CUST-655AAD4F,Sweater Essential,Clothing,California,Home Office,59.17
CUST-760B9D78,Cookware Standard,Home & Kitchen,Georgia,Corporate,145.72
CUST-12C3D5D0,Dress Pro,Clothing,California,Consumer,23.7
CUST-A17F9798,Fitness Tracker Pro,Sports,New York,Consumer,157.5
CUST-92CED309,Paper Clips Basic,Office Supplies,Illinois,Consumer,64.49
CUST-213366B1,Makeup Standard,Beauty,Pennsylvania,Consumer,80.83
CUST-72A00699,Pen Set Essential,Office Supplies,California,Home Office,76.77
CUST-A4628FBC,Accessories Standard,Clothing,Illinois,Consumer,189.49
CUST-B0DBD466,Novel Pro,Books,Texas,Corporate,11.8
CUST-8AEA56A0,Gaming Console Essential,Electronics,Pennsylvania,Consumer,203.17
CUST-72CC250D,Keyboard Standard,Technology,Florida,Corporate,415.82
CUST-5A0C1CAF,Gaming Console Premium,Electronics,Washington,Consumer,764.6
CUST-4A1E8229,Monitor Deluxe,Technology,Texas,Consumer,507.93
CUST-5F5E8442,Jacket Essential,Clothing,Texas,Consumer,100.76
CUST-E50C6A63,Cookware Pro,Home & Kitchen,Ohio,Corporate,56.24
CUST-7CAE8674,Table Pro,Furniture,New York,Corporate,226.16
CUST-63ACD688,Jacket Essential,Clothing,California,Corporate,41.67
CUST-F43B98FE,Printer Essential,Electronics,Texas,Home Office,242.25
CUST-F52DCD40,Dress Essential,Clothing,Washington,Corporate,184.26
CUST-6F6F2914,Printer Premium,Electronics,Ohio,Corporate,423.45
CUST-3428FD7B,Beauty Tool Essential,Beauty,California,Consumer,143.38
CUST-0B12E76A,Gaming Console Standard,Electronics,New York,Consumer,343.33
CUST-5C2B4458,Pants Premium,Clothing,Illinois,Consumer,71.85
CUST-C9B43F04,Nail Polish Deluxe,Beauty,New York,Home Office,45.16
CUST-860746C8,Board Game Pro,Toys,New York,Consumer,53.95
CUST-ACAA1A5E,Drawer Essential,Furniture,Washington,Corporate,416.52
CUST-84075F35,Headphones Essential,Technology,California,Corporate,327.6
CUST-BF60EC4B,Printer Basic,Electronics,Texas,Home Office,261.18
CUST-3AA11665,Protection Gear Deluxe,Sports,New York,Consumer,291.94
CUST-A0265580,Dress Basic,Clothing,New York,Corporate,141.42
CUST-D4829112,Charger Basic,Electronics,Illinois,Consumer,493.44
CUST-E64DE9CA,Educational Toy Pro,Toys,Ohio,Consumer,73.97
CUST-C4E99A1E,Cookbook Standard,Books,New York,Home Office,27.91
CUST-DD0D9710,Sofa Deluxe,Furniture,California,Consumer,282.2
CUST-EEFE34E7,Board Game Premium,Toys,Texas,Consumer,29.98
CUST-A850EC0A,Laptop Essential,Technology,California,Corporate,193.85
CUST-804FA631,Cookware Essential,Home & Kitchen,Ohio,Corporate,172.22
CUST-D1B91AC4,Self-Help Book Premium,Books,California,Home Office,47.69
CUST-BAB6739F,Biography Premium,Books,New York,Consumer,47.93
CUST-0235E57A,Textbook Essential,Books,New York,Corporate,19.99
CUST-9E84D29C,Jacket Pro,Clothing,California,Consumer,113.97
CUST-AA6301FE,Children's Book Standard,Books,Pennsylvania,Consumer,24.36
CUST-61FDFCA3,Shirt Deluxe,Clothing,Florida,Consumer,119.58
CUST-B6C1B686,Children's Book Premium,Books,Pennsylvania,Consumer,30.07
CUST-D7FBCCFE,Headphones Essential,Technology,Texas,Consumer,888.1
CUST-8BE1A9E2,Phone Standard,Technology,Pennsylvania,Consumer,438.6
CUST-E6593C4D,Keyboard Essential,Technology,New York,Consumer,485.95
CUST-D13C5AC5,Fragrance Essential,Beauty,Ohio,Consumer,73.06
CUST-EF97ECB3,Action Figure Deluxe,Toys,Illinois,Corporate,62.12
CUST-5B5C0358,Building Blocks Deluxe,Toys,California,Corporate,46.51
CUST-21E65D86,Cookware Pro,Home & Kitchen,California,Home Office,124.32
CUST-48CAC8FE,Ball Deluxe,Sports,Illinois,Corporate,82.12
CUST-3DF70735,Remote Control Car Basic,Toys,New York,Home Office,63.42
CUST-C2F9C563,Smartwatch Premium,Electronics,California,Consumer,666.29
CUST-D31FD3D4,Toaster Pro,Home & Kitchen,New York,Consumer,158.99
CUST-4733B450,Training Equipment Deluxe,Sports,California,Corporate,269.83
CUST-17F97434,Sweater Basic,Clothing,California,Corporate,129.07
CUST-BB22D0C0,Haircare Standard,Beauty,Michigan,Corporate,10.09
CUST-BBC457E9,Puzzle Premium,Toys,Florida,Consumer,32.03
CUST-79D475B5,Board Game Pro,Toys,New York,Consumer,41.86
CUST-992D8C81,Smartwatch Pro,Electronics,Texas,Corporate,469.62
CUST-BE036B3F,Fitness Tracker Deluxe,Sports,Pennsylvania,Consumer,184.09
CUST-29E72510,Accessories Essential,Clothing,Michigan,Corporate,107.18
CUST-64A87396,Educational Toy Pro,Toys,Florida,Consumer,63.45
CUST-7EE00D2B,Ball Standard,Sports,Texas,Home Office,264.15
CUST-BA7ADD50,Sweater Essential,Clothing,Florida,Consumer,124.71
CUST-33B6DEAE,Sofa Essential,Furniture,Washington,Corporate,348.5
CUST-21BDF625,Doll Basic,Toys,Michigan,Corporate,46.83
CUST-A11F61EE,Reference Guide Deluxe,Books,New York,Home Office,46.44
CUST-E5A4AAB0,Notebook Pro,Office Supplies,New York,Corporate,63.09
CUST-D5CE3E43,Beauty Tool Standard,Beauty,California,Home Office,139.14
CUST-89D036E7,Accessories Deluxe,Clothing,California,Consumer,184.27
CUST-92621DB4,Charger Standard,Electronics,New York,Consumer,669.85
CUST-432093D6,Binder Essential,Office Supplies,New York,Consumer,95.9
CUST-7964DCBF,Sweater Deluxe,Clothing,Illinois,Corporate,35.24
CUST-FE8149AA,Camera Essential,Electronics,Texas,Consumer,772.3
CUST-75482F92,Reference Guide Pro,Books,New York,Consumer,35.77
CUST-B7209A8B,Training Equipment Deluxe,Sports,California,Home Office,175.82
CUST-7B0F9CBC,Puzzle Standard,Toys,California,Corporate,65.38
CUST-CA9F8730,Textbook Standard,Books,California,Consumer,26.36
CUST-B130B8B9,Desk Essential,Furniture,California,Consumer,274.87
CUST-1A0BEAFE,Blender Basic,Home & Kitchen,Florida,Consumer,151.23
CUST-57EE2773,Speaker Pro,Electronics,Illinois,Home Office,235.78
CUST-A90DF3E5,Stapler Premium,Office Supplies,Washington,Consumer,7.77
CUST-351D996B,Novel Pro,Books,Texas,Consumer,37.1
CUST-E0A8AB99,Beauty Tool Deluxe,Beauty,Michigan,Consumer,118.31
CUST-971920B4,Action Figure Basic,Toys,Texas,Consumer,66.44
CUST-F266F2FE,Puzzle Deluxe,Toys,California,Home Office,21.71
CUST-03976B45,Building Blocks Pro,Toys,California,Corporate,36.84
CUST-599FED75,Skincare Deluxe,Beauty,Michigan,Consumer,82.29
CUST-9E221E24,Textbook Premium,Books,Pennsylvania,Consumer,49.21
CUST-DC86E9B2,File Cabinet Premium,Office Supplies,Ohio,Consumer,9.99
CUST-C265D236,Face Mask Premium,Beauty,Washington,Corporate,90.61
CUST-E44060A6,Shirt Essential,Clothing,California,Home Office,195.57
CUST-7372032B,Headphones Premium,Technology,Michigan,Corporate,848.42
CUST-11165891,Pants Pro,Clothing,California,Consumer,174.25
CUST-8783CC98,Charger Pro,Electronics,California,Home Office,682.83
CUST-AF8A1E60,Headphones Deluxe,Technology,Michigan,Consumer,463.37
CUST-9A833459,Blender Standard,Home & Kitchen,Pennsylvania,Home Office,195.59
CUST-9C722584,Textbook Standard,Books,California,Home Office,20.56
CUST-655B6D6C,Stapler Deluxe,Office Supplies,California,Consumer,60.96
CUST-8BDDCF7C,Educational Toy Essential,Toys,California,Corporate,67.43
CUST-20F054DD,Toaster Standard,Home & Kitchen,New York,Consumer,167.57
CUST-2E99E369,Utensils Premium,Home & Kitchen,Illinois,Consumer,131.83
CUST-019813A7,Bookcase Pro,Furniture,Pennsylvania,Corporate,224.2
CUST-B6ED1793,Sweater Essential,Clothing,California,Home Office,52.38
CUST-38CA7953,Mouse Deluxe,Technology,Pennsylvania,Consumer,389.33
CUST-CD69345E,Haircare Basic,Beauty,New York,Corporate,118.07
CUST-BAF381EE,Cookware Standard,Home & Kitchen,California,Corporate,67.88
CUST-5C0659D1,Doll Premium,Toys,Pennsylvania,Corporate,57.75
CUST-ACA43AFD,Remote Control Car Deluxe,Toys,California,Corporate,27.75
CUST-6B941216,Apparel Pro,Sports,New York,Consumer,285.09
CUST-9FDF0A0E,Skincare Basic,Beauty,California,Consumer,138.06
CUST-5D486698,Paper Clips Essential,Office Supplies,Florida,Corporate,49.76
CUST-9596BD87,Dinnerware Deluxe,Home & Kitchen,Washington,Consumer,71.57
CUST-1745AD39,Reference Guide Pro,Books,Texas,Corporate,32.97
CUST-53647109,Reference Guide Basic,Books,California,Consumer,15.36
CUST-E1F3BACD,Paper Clips Deluxe,Office Supplies,Texas,Consumer,80.0
CUST-2E1FD91B,File Cabinet Deluxe,Office Supplies,Florida,Consumer,30.38
CUST-5EEA254A,Desk Organizer Deluxe,Office Supplies,California,Corporate,40.37
CUST-7C1DA68A,Binder Premium,Office Supplies,Texas,Corporate,91.66
CUST-4487F31E,Notebook Basic,Office Supplies,New York,Consumer,74.89
CUST-80AF1066,Fragrance Premium,Beauty,California,Corporate,12.23
CUST-E39A55C7,Camera Essential,Electronics,California,Consumer,264.33
CUST-22E98EED,Knife Set Basic,Home & Kitchen,New York,Consumer,51.11
CUST-2DAC3CBA,Children's Book Standard,Books,Michigan,Home Office,39.97
CUST-99BD9652,Shoes Basic,Sports,Illinois,Corporate,113.21
CUST-5ED27C12,Building Blocks Pro,Toys,Ohio,Consumer,31.98
CUST-151240FD,Cookware Deluxe,Home & Kitchen,New York,Corporate,172.12
CUST-DEAD04B2,Dress Pro,Clothing,Georgia,Consumer,147.86
CUST-81689D15,Binder Pro,Office Supplies,California,Corporate,23.22
CUST-24B65DC1,Phone Essential,Technology,Illinois,Home Office,103.44
CUST-FD1E9B3A,Action Figure Standard,Toys,Pennsylvania,Consumer,59.25
CUST-19CDED09,Textbook Premium,Books,Pennsylvania,Corporate,46.7
CUST-DFEAA668,Pants Deluxe,Clothing,California,Consumer,184.0
CUST-8CFE77CB,Novel Essential,Books,Washington,Corporate,44.65
CUST-31304AAB,Puzzle Basic,Toys,California,Home Office,53.97
CUST-773048FC,Smartwatch Standard,Electronics,Texas,Consumer,495.81
CUST-7C28010C,Fitness Tracker Basic,Sports,Michigan,Corporate,183.2
CUST-3F4074DD,Educational Toy Pro,Toys,Ohio,Consumer,44.7
CUST-C3A66D9F,Notebook Basic,Office Supplies,Ohio,Corporate,99.59
CUST-46A376C4,Table Essential,Furniture,California,Home Office,418.26
CUST-65B43635,Paper Clips Premium,Office Supplies,California,Consumer,95.01
CUST-E08D02C3,Notebook Deluxe,Office Supplies,Georgia,Corporate,69.56
CUST-5270C68D,Apparel Deluxe,Sports,Michigan,Consumer,19.73
CUST-E6CA7CF4,Training Equipment Essential,Sports,California,Consumer,106.42
CUST-B6B8301E,Building Blocks Basic,Toys,Florida,Home Office,64.67
CUST-7B7383FA,Mouse Essential,Technology,Illinois,Corporate,707.39
CUST-3CB6E289,Camera Standard,Electronics,Texas,Consumer,453.57
CUST-CC799839,Textbook Deluxe,Books,Texas,Corporate,11.38
CUST-1AA9D6F5,Protection Gear Deluxe,Sports,New York,Consumer,129.31
CUST-76566DD4,File Cabinet Essential,Office Supplies,California,Consumer,90.9
CUST-4991363A,Apparel Pro,Sports,Georgia,Corporate,63.0
CUST-D80348D1,Textbook Pro,Books,Texas,Home Office,24.87
CUST-44B237E5,Monitor Standard,Technology,New York,Consumer,735.76
CUST-54400408,Doll Basic,Toys,New York,Consumer,51.06
CUST-0391B51D,Tablet Basic,Technology,California,Consumer,232.56
CUST-77552ABB,Training Equipment Essential,Sports,Florida,Corporate,152.24
CUST-18B606B6,Jacket Basic,Clothing,California,Home Office,186.97
CUST-CEC2AFC7,Haircare Pro,Beauty,Illinois,Corporate,108.86
CUST-56B346E6,Bookcase Pro,Furniture,New York,Consumer,457.05
CUST-8EFA6D24,Coffee Maker Pro,Home & Kitchen,New York,Consumer,102.87
CUST-BC48BFA6,Dinnerware Essential,Home & Kitchen,California,Consumer,144.7
CUST-97FE0966,Coffee Maker Pro,Home & Kitchen,Florida,Corporate,87.3
CUST-EB9F4EE3,Blender Standard,Home & Kitchen,Texas,Corporate,106.02
CUST-E62FB13E,Reference Guide Standard,Books,Michigan,Corporate,43.32
CUST-CB505951,Cookware Deluxe,Home & Kitchen,Florida,Consumer,104.98
CUST-5C4DD17F,Building Blocks Standard,Toys,California,Consumer,31.39
CUST-C67CF073,Children's Book Essential,Books,California,Corporate,11.67
CUST-EE972A66,Sweater Essential,Clothing,Washington,Consumer,134.3
CUST-91EB1BC1,Bookcase Pro,Furniture,New York,Consumer,231.82
CUST-B905FE02,Desk Organizer Deluxe,Office Supplies,Pennsylvania,Consumer,95.55
CUST-646A7C35,Haircare Pro,Beauty,Texas,Consumer,25.22
CUST-5F4CBCE5,Cookbook Deluxe,Books,California,Consumer,30.43
CUST-0D5E6E91,Coffee Maker Deluxe,Home & Kitchen,New York,Consumer,177.03
CUST-4146F686,Chair Premium,Furniture,California,Consumer,315.1
CUST-F560F374,Utensils Premium,Home & Kitchen,Illinois,Home Office,110.02
CUST-546181B6,Sweater Pro,Clothing,New York,Home Office,83.68
CUST-273BB1DC,Training Equipment Pro,Sports,California,Consumer,220.76
CUST-D776D51A,Smartwatch Premium,Electronics,California,Home Office,373.46
CUST-99C34FDF,Chair Premium,Furniture,New York,Consumer,414.17
CUST-5D0641F7,Printer Basic,Electronics,Washington,Consumer,436.38
CUST-292A0414,Cookbook Premium,Books,California,Corporate,40.23
CUST-8C7593EA,Binder Pro,Office Supplies,New York,Consumer,19.25
CUST-E1E3ED98,Biography Basic,Books,Illinois,Consumer,21.83
CUST-7AD03E1B,Doll Pro,Toys,Texas,Home Office,17.75
CUST-405BFBBE,Haircare Standard,Beauty,New York,Corporate,119.5
CUST-04FAB3D2,Doll Premium,Toys,California,Corporate,42.24
CUST-5E266548,Novel Essential,Books,Illinois,Corporate,40.06
CUST-E90518EA,Dress Essential,Clothing,Florida,Home Office,177.72
CUST-27B3FF5A,Monitor Premium,Technology,California,Consumer,354.67
CUST-0076B18D,Fragrance Pro,Beauty,Illinois,Consumer,12.64
CUST-749358B7,Tablet Basic,Technology,Washington,Corporate,168.2
CUST-18A7DC54,Reference Guide Premium,Books,Illinois,Consumer,38.87
CUST-E73C88B0,Camera Basic,Electronics,Illinois,Corporate,115.41
CUST-11C4CBC3,Face Mask Essential,Beauty,Illinois,Consumer,29.44
CUST-3ACCA697,Desk Standard,Furniture,Illinois,Consumer,204.88
CUST-41AB1B39,Tablet Pro,Technology,California,Corporate,650.44
CUST-73B139FE,Board Game Premium,Toys,California,Consumer,51.46
CUST-11FDC484,Toaster Premium,Home & Kitchen,California,Consumer,42.03
CUST-2E5D7059,Nail Polish Essential,Beauty,New York,Consumer,91.8
CUST-1EA3BFB6,Sofa Essential,Furniture,New York,Consumer,167.86
CUST-22518649,Utensils Pro,Home & Kitchen,California,Corporate,152.95
CUST-807A5205,Skincare Essential,Beauty,Ohio,Consumer,11.62
CUST-B50B6BFF,Protection Gear Essential,Sports,New York,Consumer,143.37
CUST-2A7806E3,Board Game Deluxe,Toys,Illinois,Consumer,71.56
CUST-4B08AF4D,Haircare Deluxe,Beauty,Georgia,Corporate,45.87
CUST-D54F1B20,Reference Guide Essential,Books,Illinois,Consumer,29.41
CUST-3C9EFAB2,Textbook Standard,Books,New York,Consumer,45.82
CUST-DDA8047D,Accessories Standard,Clothing,California,Consumer,27.21
CUST-EE8F17F6,Shirt Essential,Clothing,Ohio,Home Office,37.08
CUST-7432CEA5,Jacket Deluxe,Clothing,Texas,Corporate,191.63
CUST-0C6D3EA2,Shoes Pro,Clothing,New York,Consumer,36.38
CUST-1D0E8C17,Desk Organizer Essential,Office Supplies,Texas,Consumer,67.44
CUST-EDEEAF6E,Haircare Premium,Beauty,Pennsylvania,Consumer,61.79
CUST-3E9E1455,Fragrance Deluxe,Beauty,Pennsylvania,Consumer,92.31
CUST-DD8AE4B0,Self-Help Book Premium,Books,California,Home Office,19.97
CUST-592A412C,Remote Control Car Standard,Toys,California,Consumer,52.36
